名称,标签,地址,简介,图片URL,详情页
双皮奶,甜品类,团结湖路36号,双皮奶是一种粤式甜品，一碗上佳的双皮奶，其状如膏，其色洁白，质感细腻嫩滑，口味甜香清爽。,https://r1.visitbeijing.com.cn/vbj-s/2020/0324/20200324023917933.jpg,https://s.visitbeijing.com.cn/food/358
老北京瓷瓶酸奶,甜品类,—,瓷瓶酸奶是一种奶制品，主料为全脂牛奶。,https://r1.visitbeijing.com.cn/vbj-s/2020/0324/20200324030201208.jpg,https://s.visitbeijing.com.cn/food/357
西瓜酪,甜品类,—,西瓜酪是北京夏季特色传统小吃之一。尤其是在三伏天，吃上一碗西瓜酪，既消署又解渴。 西瓜酪的特色：色泽鲜红，甜凉爽口。,https://r1.visitbeijing.com.cn/vbj-s/2017/0103/20170103045311471.jpg,https://s.visitbeijing.com.cn/food/355
牛奶酪,甜品类,广安门内大街202号107室（牛街北口）,奶酪历史悠久，昔日京城以天桥市场出售的最为有名，以风味独特、营养丰富而誉满京城。,https://r1.visitbeijing.com.cn/vbj-s/2017/0103/20170103044839261.jpg,https://s.visitbeijing.com.cn/food/354
羊肉杂面,流食类,—,汤肥肉香，面软利口，是冬季应时小吃，亦可作主食。羊肉1000克，绿豆面800克，黄豆面200克，酱油150克，盐10克，葱段10克，姜5克，花椒...,https://r1.visitbeijing.com.cn/vbj-s/2017/0103/20170103044303768.jpg,https://s.visitbeijing.com.cn/food/353
白年糕,粘货类,牛街5号超市一楼窗口（近甑糕，马凯肉类自选旁）,"白年糕是北京地区特色传统小吃之一，节日习俗。过春节时必备的美食。它有""年年登高，万事如意""的寓意。年糕种类很多，大部分都含糖、馅...",https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220052036376.jpg,https://s.visitbeijing.com.cn/food/351
江米糕,粘货类,—,江米糕是北京传统名点之一，糯米，又叫江米，是禾本科植物的种仁，质地柔软。按谷壳颜色可分为红、白两种，也有分为有毛和无毛的;按米...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220051501697.jpg,https://s.visitbeijing.com.cn/food/350
小枣粽子,粘货类,东四北大街126号,小枣粽子是北京地区特色传统名点，节日食俗。色白光滑，质地粘润，清香浓郁，若蘸以白糖，则风味更佳。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220051258681.jpg,https://s.visitbeijing.com.cn/food/349
盆糕,粘货类,牛街5号超市一楼窗口（近甑糕，马凯肉类自选旁）,盆糕是北京地区特色传统名点之一，过去北京的切糕铺一般在冬季经营盆糕。隆冬腊月，您若手垫木纸，来上一块刚出锅的盆糕，既御寒保暖，...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220050617255.jpg,https://s.visitbeijing.com.cn/food/347
芝麻卷糕,粘货类,牛街5号超市一楼窗口（近甑糕，马凯肉类自选旁）,北京夏令的应时汉族糕类小吃佳品。芝麻卷糕糯软爽口，入口清凉发沙，香中带甜，甜中透香。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220050317460.jpg,https://s.visitbeijing.com.cn/food/346
萝卜丝饼,烘烤类,马甸桥裕民路裕中西里小区23号楼（会展中心旁）,萝卜是北方秋冬季的家常蔬菜，因此萝卜丝饼也曾为北方餐桌上的一道美食。将萝卜洗净刨成丝，用少许食盐略腌后，挤去水份，放入葱末拌匀。,https://r1.visitbeijing.com.cn/vbj-s/2020/0324/20200324044636853.jpg,https://s.visitbeijing.com.cn/food/343
藤萝饼,烘烤类,—,藤萝饼是是北京地区特色传统小吃，老北京四季糕点之一。过去每到春季，北京人都喜欢用花和面制作应时食品，藤萝饼就是其中之一。这种饼...,https://r1.visitbeijing.com.cn/vbj-s/2016/1223/20161223035611182.jpg,https://s.visitbeijing.com.cn/food/341
马蹄烧饼,烘烤类,—,马蹄烧饼是河北安国传统名点之一，历史久远，相传在清乾隆年间就已享有盛名。据载，清朝末年，在县城经营马蹄烧饼的张氏家族和小街子(...,https://r1.visitbeijing.com.cn/vbj-s/2016/1223/20161223035545203.jpg,https://s.visitbeijing.com.cn/food/340
腰子饼,烘烤类,—,腰子饼是是北京地区特色传统小吃。用面为皮，萝卜丝或韭菜配以猪肉末为馅，卷裹成猪腰子形而得名。过去西四小吃店做的最为有名。腰子饼...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220042427577.jpg,https://s.visitbeijing.com.cn/food/339
京东肉饼,烘烤类,—,京东肉饼是京式传统面食。选新鲜瘦猪肉末500克，甜面酱50克，葱末250克，香油、盐、味精、姜末适量，拌匀打开成馅。将面粉1000克加700...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220041856260.jpg,https://s.visitbeijing.com.cn/food/338
脂油饼,油煎类,—,脂油饼是北京地区特色传统小吃。是灵宝的一大名吃。它呈扁圆形，旋纹相套，外观焦黄明亮，咬开后层次分明，每层薄如纸，外酥内软，浓香...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220041213585.jpg,https://s.visitbeijing.com.cn/food/337
炸肉火烧,油煎类,—,炸肉火烧是北京地区特色传统小吃。面粉750克，肉(猪、牛、羊肉均可)400克，葱花400克，开水1.15公斤。香油10克，黄酱40克，精盐8克，花...,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220035840112.jpg,https://s.visitbeijing.com.cn/food/335
蒸食炸,油煎类,—,蒸食炸北京地区特色传统小吃，是北京的夏令小吃中最受青睐的一种。蒸食炸先蒸后煎，其底层油亮金黄而香脆，馅料清淡鲜嫩，无油腻感。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220035454896.jpg,https://s.visitbeijing.com.cn/food/334
炸口袋,油煎类,—,炸口袋是北京地区特色传统小吃，形似口袋，外焦里嫩，是北京早点品种之一。,https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220034546239.jpg,https://s.visitbeijing.com.cn/food/332
白薯铃,蒸煮类,—,白薯铃是一种茶菜，即喝茶时食用的菜。作为饮食禁忌，回民是不饮酒的，为了在餐桌上应酬亲朋，大多以茶代酒，配以茶菜。而满族人的习俗...,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219045516707.jpg,https://s.visitbeijing.com.cn/food/331
木樨小枣,甜品类,—,小枣以北京密云产的小枣(枣以皮薄、肉厚、核小而著称)为主料，再配以木樨(桂花)、白糖烧煮而成。风味独特，是佐酒和饮茶的小菜。木樨小...,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219045015380.jpg,https://s.visitbeijing.com.cn/food/330
倒僧帽,烘烤类,—,倒僧帽，北京又称倒作包，是羊肉包子的一种，为清真小吃。因形似倒放着的僧帽而得名。包子馅多以羊肉大葱为主料，是北京早点一大热门货。,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219041455631.jpg,https://s.visitbeijing.com.cn/food/329
果料糖蜂糕,粘货类,—,果料糖蜂糕是北京地区特色传统名吃，清爽可口，简单易学的美味小食品。,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219041000999.jpg,https://s.visitbeijing.com.cn/food/328
大蜂糕,粘货类,—,蜂糕是老北京诱人的风味小吃，面粉或米面加糖，果料等蒸制的糕食，掰开后内有蜂窝状小孔，故名蜂糕，分红白蜂糕，面发好均匀兑上碱揉匀...,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219040328498.jpg,https://s.visitbeijing.com.cn/food/327
装蒜黄鱼,肉食类,—,装蒜黄鱼是老北京蒜味最浓郁的一道小吃，它色泽金黄，蒜香浓郁，是老北京最著名的小吃之一。,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219035508296.jpg,https://s.visitbeijing.com.cn/food/326
白魁烧羊肉,肉食类,交道口南大街158号(近平安大街),白魁是原东长顺清真馆的店主。该店创始于清乾隆四十五年(1780年)，至今已有200多年的历史。他们制作的烧羊肉，风味独特，誉满京都，与...,https://r1.visitbeijing.com.cn/vbj-s/2016/1219/20161219034719328.jpg,https://s.visitbeijing.com.cn/food/325
羊眼包子,油煎类,—,羊眼包子是北京的一种名小吃，是回民饮食中的佳品，此物因其个头小似羊眼，所以人称羊眼包子。别看包子小，但馅料多样，深受人们喜欢。...,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214053757601.jpg,https://s.visitbeijing.com.cn/food/322
丰年灌肠,流食类,雍和宫大街82号,丰年灌肠是老北京的汉族传统小吃。早在清朝就有赞美灌肠的诗句：灌肠红粉一时煎，辣蒜咸汁说美鲜，足以体现北京人对灌肠的钟爱。隆福寺...,https://r1.visitbeijing.com.cn/vbj-s/2016/1214/20161214052954928.jpg,https://s.visitbeijing.com.cn/food/320
夹糖糕干,甜品类,台基厂大街18-3号,北京传统风味小吃。夹糖糕干色泽雪白，层次分明，质地疏松不散，绵软不黏，香甜可口。,https://r1.visitbeijing.com.cn/vbj-s/2016/1212/20161212042858843.jpg,https://s.visitbeijing.com.cn/food/316
溢香斋,美食老字号,—,北京溢香斋酿造厂始建于1932年，是中华老字号企业， 2001年企业通过了ISO9001国际质量体系认证。近几年，区、市、国家三级质量监督部...,https://r1.visitbeijing.com.cn/vbj-s/2016/1026/20161026053502930.jpg,https://s.visitbeijing.com.cn/food/308
聚成永,美食老字号,—,地道北京味 百年聚成永,https://r1.visitbeijing.com.cn/vbj-s/2016/1025/20161025115219209.png,https://s.visitbeijing.com.cn/food/301
小楼饭店,美食老字号,—,小楼饭店是著名的清真百年老字号 ，原字号是义和轩，创建于清光绪二十六年即1900年。开业时，仅是一楼一底的百余平方米的自东自伙的家...,https://r1.visitbeijing.com.cn/vbj-s/2016/0906/20160906040319133.jpg,https://s.visitbeijing.com.cn/food/298
瀛厚德,美食老字号,—,北京瀛厚德食品有限责任公司创始于1955年，是北京老字号企业，并荣获了中国商业联合会和中华老字号工作委员会颁发的中华老字号传承创新...,https://r1.visitbeijing.com.cn/vbj-s/2016/0906/20160906035352392.jpg,https://s.visitbeijing.com.cn/food/297
茶汤李,美食老字号,和平里七区三十号楼1号底商,北京天桥茶汤李历史悠久，是老北京地区传统风味小吃。茶汤味甜香醇，色泽杏黄，味道细腻耐品。茶汤制作是将糜子面洗净，用凉水浸泡两小...,https://r1.visitbeijing.com.cn/vbj-s/2016/0905/20160905025829772.jpg,https://s.visitbeijing.com.cn/food/293
庆福斋,美食老字号,王四营乡白鹿司北街1号,庆福斋是以三个五(即油五斤、糖五斤、面五斤)起家的老字号企业。20世纪中期，京城流传着：东西各一庆，还属西庆福。田记庆福斋是以三个...,https://r1.visitbeijing.com.cn/vbj-s/2016/0902/20160902062344929.jpg,https://s.visitbeijing.com.cn/food/289
北冰洋,美食老字号,—,北冰洋食品公司的前身是建于1936年的北平制冰厂。1949年收归国有，改名为北京新建制冰厂。1950年改名为北京市食品厂，并正式注册北冰洋...,https://r1.visitbeijing.com.cn/vbj-s/2016/0902/20160902061049486.jpg,https://s.visitbeijing.com.cn/food/287
谭家菜,美食老字号,东长安街33号北京饭店C座7楼,谭家菜是中国最著名的官府菜之一，谭家菜是清末官僚谭宗浚的家传筵席，因其是同治二年的榜眼，又称榜眼菜。谭家菜烹制方法以烧、炖、煨...,https://r1.visitbeijing.com.cn/vbj-s/2016/0901/20160901030843496.jpg,https://s.visitbeijing.com.cn/food/282
冰花球,粘货类,—,冰花球是北京特色的汉族油炸小吃。此小吃圆球形状，表面粘有白砂糖而得名冰花球，口感酥脆香甜，具有桂花香味。,https://r1.visitbeijing.com.cn/vbj-s/2016/0826/20160826011101646.jpg,https://s.visitbeijing.com.cn/food/276
义利面包,烘烤类,北兴路东段6号(近北京公安大学),义利创建于1906年，是食品行业著名的优秀老字号企业，享有面包王的美誉。义利商标曾多次荣获北京市著名商标的称号。 2004年、2006年义...,https://r1.visitbeijing.com.cn/vbj-s/2016/0823/20160823045509415.jpg,https://s.visitbeijing.com.cn/food/274
红螺,美食老字号,王府井大街277号,北京红螺食品有限公司是一家具有多年果品生产经验 中华老字号企业，是国家级农业产业化重点龙头企业。公司的主营业务定位于水果、蔬...,https://r1.visitbeijing.com.cn/vbj-s/2016/0823/20160823052515604.jpg,https://s.visitbeijing.com.cn/food/271
义利,美食老字号,团结湖东里稻香村东侧,义利创建于1906年，是食品行业著名的优秀老字号企业，享有面包王的美誉。义利商标曾多次荣获北京市著名商标的称号。 2004年、2006年义...,https://r1.visitbeijing.com.cn/vbj-s/2016/0823/20160823045509415.jpg,https://s.visitbeijing.com.cn/food/268
力力豆花庄,美食老字号,广渠门外大街37号(广渠门桥东北角),力力豆花庄是北京市一家适宜商务宴请、休闲小憩、随便吃吃、情侣约会、家庭聚会、朋友聚餐的小吃店。,https://r1.visitbeijing.com.cn/vbj-s/2016/0822/20160822121640822.jpg,https://s.visitbeijing.com.cn/food/265
桂馨斋,美食老字号,南横西街50号,北京桂馨斋酱园，位于北京市宣武区南横西街50号，是一家历史悠久的南式酱园。桂馨斋酱园创建于清乾隆元年(1736年)，原址在北京市宣武区...,https://r1.visitbeijing.com.cn/vbj-s/2016/0822/20160822114656952.jpg,https://s.visitbeijing.com.cn/food/263
蛤蟆吐蜜,烘烤类,交道口南大街158号(近平安大街),蛤蟆吐蜜又称豆馅烧饼，是汉族传统糕点中的常见品种，因其以豆沙为馅而得名，在烤制过程中，因烧饼边上有自然开口，吐出豆馅，挂着烧饼...,https://r1.visitbeijing.com.cn/vbj-s/2016/0809/20160809032115999.jpg,https://s.visitbeijing.com.cn/food/262
艾窝窝,特产美食,北京北海公园北门内（近九龙壁）,艾窝窝是北京一款用糯米制作的清真风味小吃，其特色是色泽雪白，形如球状，质地粘软，口味香甜。不仅北京人喜欢这款小吃，就是进京的外地人...,https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328053007865.jpg,https://s.visitbeijing.com.cn/food/259
莲子糕,特产美食,—,莲子糕是北京夏令传统的汉族风味糕类小吃。莲子糕制作精细，质地细腻甜爽，香甜软滑，具有浓郁的莲子香味。　　制作方法　　将干莲子放...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518112501584.jpg,https://s.visitbeijing.com.cn/food/255
糖葫芦,特产美食,牛街5号清真超市一楼,冰糖葫芦的制法是用竹签一根，将选好的果串成一串，一般五枚。然后用冰糖熬成糖汁(定要用冰糖)，将成串果子在糖汁中一蘸，立即提起。糖...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519031052439.jpg,https://s.visitbeijing.com.cn/food/252
宝兰斋,美食老字号,—,宝兰斋创建于清朝咸丰年间1851年，创始人是内阁学士那桐府的总管王联五，原地址在王府井北口路西，分号设在东直门外东华路南。　　北京...,https://r1.visitbeijing.com.cn/vbj-s/2016/0524/20160524111747962.jpg,https://s.visitbeijing.com.cn/food/231
正明斋,美食老字号,广渠门外大街1号物美崇文门菜市场,正明斋位于东城区南芦草园1号，是一家自产自销京式传统风味糕点的老字号。　　正明斋的饽饽一直是宫廷贡品，其品种大致可以分为硬皮、...,https://r1.visitbeijing.com.cn/vbj-s/2016/0524/20160524110038700.jpg,https://s.visitbeijing.com.cn/food/230
北京果脯,特产美食,王府井大街277号,北京果脯采用宫廷传统秘方，由鲜果加工精制而成，口味酸甜适中，爽口滑润，甜而不腻，果味浓郁，主要有杏脯、梨脯、秋海棠等上千个品种...,https://r1.visitbeijing.com.cn/vbj-s/2020/0312/20200312064911719.jpg,https://s.visitbeijing.com.cn/food/221
茶汤,流食类,和平里七区三十号楼1号底商,茶汤是北京传统风味小吃。茶汤是一种甜饮食，和藕粉相类，原料也是糜子面。用开水冲食。茶汤味甜香醇，色泽杏黄，味道细腻耐品。茶汤是...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519034958309.jpg,https://s.visitbeijing.com.cn/food/213
冰糖葫芦,甜品类,牛街5号清真超市一楼,冰糖葫芦的制法是用竹签一根，将选好的果串成一串，一般五枚。然后用冰糖熬成糖汁(定要用冰糖)，将成串果子在糖汁中一蘸，立即提起。糖...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519031052439.jpg,https://s.visitbeijing.com.cn/food/211
水晶门钉,粘货类,—,水晶门钉是一种颜色白净、呈半透明状的汉族风味小吃。北京风味小吃中有咸鲜味的门钉肉饼，还有一种香甜风味的水晶门钉，它用发面制成，...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519022126917.jpg,https://s.visitbeijing.com.cn/food/209
卤炸豆腐,油煎类,人定湖北巷11号天天向上艺术街区（黄寺大街路南）,卤炸豆腐是一道北京小吃，可用熬煮氽炖烩焖的方法制作。不老不嫩，鲜香可口，随芝麻烧饼食用，别有一番风味。　　制作方法　　1、豆腐...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519020526155.jpg,https://s.visitbeijing.com.cn/food/208
核桃酪,流食类,前门大街东侧鲜鱼口街70号,核桃酪是北京地区汉族传统小吃之一，以核桃为主原料烹制而成的甜品，呈浆状，色浅灰而略红，细腻香甜，润滋不糊口，是一种高雅的京味甜...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519100507925.jpg,https://s.visitbeijing.com.cn/food/204
莲子糕,粘货类,—,莲子糕是北京夏令传统的汉族风味糕类小吃。莲子糕制作精细，质地细腻甜爽，香甜软滑，具有浓郁的莲子香味。　　制作方法　　将干莲子放...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518112501584.jpg,https://s.visitbeijing.com.cn/food/201
硬面饽饽,油煎类,—,硬面饽饽是过去北京小吃中夜间供应的一种面食，也是常见品种。由于人们生活习惯改变、生活水平的提高，走街串巷卖小吃的减少，这种小吃...,https://r1.visitbeijing.com.cn/vbj-s/2016/0517/20160517022850633.png,https://s.visitbeijing.com.cn/food/197
京式果脯,干果类,王府井大街277号,果脯，也称蜜饯，是以桃、杏、李、枣或冬瓜、生姜等果蔬为原料，用糖或蜂蜜腌制后而加工成的食品。除了作为小吃或零食直接食用外，蜜饯...,https://r1.visitbeijing.com.cn/vbj-s/2016/0512/20160512110636855.jpg,https://s.visitbeijing.com.cn/food/185
磨盘柿,特产美食,中国磨盘柿第一村张坊镇大峪沟村,"北京郊区盛产柿子，品种也很多,但最有名气的要数大磨盘，属于北京特产。这种柿子个头大，一般重250克大磨盘柿左右，大的一只就有500克...",https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511112744993.jpg,https://s.visitbeijing.com.cn/food/176
油茶（油炒面）,流食类,和平里七区三十号楼1号底商,"油茶又叫做油炒面，是北京春、秋、冬季应时小吃，其质地滑腻油润，略感糊口，且酥油香气浓郁，营养丰富,是北京小吃中的滋补佳品，它是用面...",https://r1.visitbeijing.com.cn/vbj-s/2013/1219/20131219040813118.jpg,https://s.visitbeijing.com.cn/food/175
果子干,甜品类,广安门内大街202号107室（牛街北口）,果子干是北京小吃以水果制作成的食用的品种。《燕都小食品杂咏》中咏果子干的诗说：杏干柿饼镇坚冰，藕片切来又一层。劝尔多添三两碗，保君...,https://r1.visitbeijing.com.cn/vbj-s/2013/1118/20131118105038949.jpg,https://s.visitbeijing.com.cn/food/168
茶菜,油煎类,—,茶菜先用红皮白薯、大藕去皮切薄片，然后用油炸成焦黄色出锅，另锅放糖熬开，将炸好的白薯片，藕片放入糖锅内翻炒，让薯片，藕片都挂匀糖汁...,https://r1.visitbeijing.com.cn/vbj-s/2013/0826/20130826042131980.jpg,https://s.visitbeijing.com.cn/food/164
来今雨轩,美食老字号,—,北京中山公园内有个“来今雨轩”，它建于1915年，是著名的茶楼和饭馆，也是近代一些社会名流聚会之所。,https://r1.visitbeijing.com.cn/vbj-s/2013/0523/20130523051123209.jpg,https://s.visitbeijing.com.cn/food/152
烧羊肉,肉食类,交道口南大街158号(近平安大街),(1)烧羊肉是北京清真馆白魁老号的名肴。白魁老号开业于清·乾隆四十五年，原名东长顺。因店主白魁制作烧羊肉很有名气，久而久之， 人们把...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407032919564.jpg,https://s.visitbeijing.com.cn/food/134
豌豆粥,流食类,—,豌豆淘洗干净，放入锅内，加水1000克，置旺火上煮沸，撇去浮沫后用小火煮熬至豌豆酥烂;糖桂花、糖玫瑰分别用凉开水调成汁;食用时，先在碗内...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407021731260.jpg,https://s.visitbeijing.com.cn/food/131
豆渣儿糕,蒸煮类,柳沟民俗旅游度假区64号院,豆渣儿糕价值廉，盘中个个比鹣鹣。温凉随意凭君择，洒得白糖分外甜。这是《燕都小食品杂咏》中对北京小吃豆渣儿糕的赞美。豆渣儿糕的原料用...,https://r1.visitbeijing.com.cn/vbj-s/2013/0401/20130401043532333.jpg,https://s.visitbeijing.com.cn/food/125
大麦米粥,流食类,新街口南大街55号1幢01号,1.将大麦米和豇豆洗净，一起放入锅中，加入凉水及碱面，用旺火烧沸后，撇去浮沫，改用微火熬1小时左右;2.熬时要不断用勺搅拌，以防粘锅，待...,https://r1.visitbeijing.com.cn/vbj-s/2013/0401/20130401102135817.jpg,https://s.visitbeijing.com.cn/food/124
褡裢火烧,油煎类,西四北大街40号,褡裢火烧是一种油煎食品，色泽金黄，焦香四溢，鲜美可口。褡裢火烧是一种北京常见食品，用面片装入馅，两面折上，另两面不封口，放入油锅煎...,https://r1.visitbeijing.com.cn/vbj-s/2013/0401/20130401100638475.jpg,https://s.visitbeijing.com.cn/food/123
炒麻豆腐,油煎类,交道口南大街158号(近平安大街),正宗的麻豆腐应该有四种必备的原料——雪里蕻、羊尾油、黄豆酱、青韭。炒麻豆腐，加一些雪里蕻是为了让炒出的麻豆腐有筋骨，用切成丁的羊尾...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329015523779.jpg,https://s.visitbeijing.com.cn/food/120
艾窝窝,粘货类,北京北海公园北门内（近九龙壁）,北京传统风味小吃,https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328053007865.jpg,https://s.visitbeijing.com.cn/food/112
老北京奶酪,流食类,北京北海公园北门内（近九龙壁）,老北京奶酪有自己独特风味，口味清淡而且蛋白质和钙的含量很高。深受人们喜爱。,https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328034453332.jpg,https://s.visitbeijing.com.cn/food/106
爆肚,蒸煮类,和平里中街29号（地坛北门西300米）,爆肚又脆又鲜，不油不腻，据说还可治胃病。吃爆肚的人如会喝酒，总要喝二两，喝完酒，吃两个刚出炉的烧饼，确实是一大快事,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326023833799.jpg,https://s.visitbeijing.com.cn/food/102
同春园,美食老字号,新街口外大街甲14号十月大厦1楼(二炮医院对面),同春园饭店的前身是享誉京城的江苏风味名店中华老字号--同春园饭庄，在北京鳞次栉比的饭店中，具有老字号饭庄特色的饭店并不多见。,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208042757180.jpg,https://s.visitbeijing.com.cn/food/60
西来顺饭庄,美食老字号,北新华街116,西来顺饭庄是开业于民国十九年（公元1930年）主营清真炒菜的老字号饭庄。,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208022139956.jpg,https://s.visitbeijing.com.cn/food/57
庆丰包子铺,美食老字号,新街口南大街16号（近西直门内大街）,庆丰包子铺距今已有近60年历史，原址位于西单路口东南角，坐南朝北。1948年开业经营，当时字号为“万兴居”，经营包子、小吃、米饭、炒菜，因包子口味纯正生意非常红火。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207041310152.jpg,https://s.visitbeijing.com.cn/food/36
吴裕泰,美食老字号,永安路4号(天桥北里小区2号楼1-12号北二门),吴裕泰始创于1887年，目前公司总部位于北京市东城区东四北大街44号。吴裕泰茶业股份公司由吴裕泰茶栈、吴裕泰茶庄演变、发展而来，至今已有118年的历史。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207014947527.jpg,https://s.visitbeijing.com.cn/food/23
信远斋,美食老字号,东直门外东中街40号元嘉国际公寓2号楼701室,北京信远斋食品厂的前身是信远斋蜜果店，始建于清乾隆五年（1740年），原址在东琉璃厂，创办人姓肖（一说姓刘）。,https://r1.visitbeijing.com.cn/vbj-s/2013/0110/20130110105658806.jpg,https://s.visitbeijing.com.cn/food/17
正明斋,特产美食,广渠门外大街1号物美崇文门菜市场,正明斋是一家自产自销京式传统风味糕点的老字号。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206111935580.jpg,https://s.visitbeijing.com.cn/food/9
肉松饼,烘烤类,北京市东城区东直门内大街19号,肉松饼是一道美味可口的名点，属于闽菜系，呈金黄色。以面粉、鸡蛋、肉松制作而成，香甜可口。,https://r1.visitbeijing.com.cn/vbj-s/2017/0510/20170510052759588.jpg,https://s.visitbeijing.com.cn/food/404
咸酥烧饼,烘烤类,东城区交道口南大街158号(近平安大街),"咸酥烧饼是北京地区的特色传统名点之一，北京的炸、烙、烤小吃，常以""酥活""为贵。酥烧饼味有咸、甜之分，形有圆、方之别;咸酥烧饼起酥...",https://r1.visitbeijing.com.cn/vbj-s/2016/1220/20161220044958240.jpg,https://s.visitbeijing.com.cn/food/342
干蹦,烘烤类,东城区珠市口东大街磁器口大都市街南一楼,干蹦是北京地区特色传统名点。具有色泽浅黄，入口酥脆香甜，桂花香味浓厚的特色。,https://r1.visitbeijing.com.cn/vbj-s/2020/0320/20200320055347988.jpg,https://s.visitbeijing.com.cn/food/317
北京碗糕,粘货类,东城区珠市口东大街磁器口大都市街南一楼,北京碗糕，把发酵好的米粉甜浆盛入碗中蒸制而成，因其蒸熟出锅后外形就是一个碗状，故而得名。北京碗糕是以小碗为模具，装原料蒸制而成...,https://r1.visitbeijing.com.cn/vbj-s/2016/0826/20160826010352345.jpg,https://s.visitbeijing.com.cn/food/275
萨其马,特产美食,北京市东城区东直门内大街19号,萨其马(满语：sacima，转写：saqima，《清文鉴》中译为糖缠)，也写作沙琪玛、沙其马、沙其玛、萨齐马等，是一种源于满族的中国特色糕点...,https://r1.visitbeijing.com.cn/vbj-s/2016/0511/20160511030452234.jpg,https://s.visitbeijing.com.cn/food/258
牛舌饼,特产美食,北京市东城区东直门内大街19号,牛舌饼是一种有名的北京汉族小吃，黑龙江，台湾，山西等地也有该小吃。牛舌饼制作要用标准面粉和成面团，兑入发面团，比例大概在9： 1...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518100914774.jpg,https://s.visitbeijing.com.cn/food/256
玫瑰饼,特产美食,北京市东城区东直门内大街19号,玫瑰饼是一种糖馅、酥皮的老北京汉族传统名点。其做法是，用鲜玫瑰花，摘瓣、去蒂用清水洗净后，通过腌制，与炒熟的蜜糖拌在...,https://r1.visitbeijing.com.cn/vbj-s/2016/0518/20160518114024943.jpg,https://s.visitbeijing.com.cn/food/254
月盛斋,美食老字号,东城区 前门大街1号(大北照相馆对面),月盛斋(يوه شينغ تشاي)是一家专门经营清真酱牛羊肉的老字号，位于前门大街路西，也就是原前门五牌楼的边上。月盛斋开业于...,https://r1.visitbeijing.com.cn/vbj-s/2016/0524/20160524101930489.jpg,https://s.visitbeijing.com.cn/food/228
天福号酱肘子,肉食类,东城区前门大街19号,天福号酱肘子是北京市的汉族特色风味名食。它从200年前创业至今盛名不减，令人称奇。天福号酱肘子肉皮酱紫油亮，鲜香四溢;肉食入口无油...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523042116128.png,https://s.visitbeijing.com.cn/food/225
京八件,特产美食,北京市东城区东直门内大街19号,京八件就是八种形状、口味不同的京味糕点。为清宫廷御膳房始创，流传至民间。以枣泥、青梅、葡萄干、玫瑰、豆沙、白糖、香蕉、椒盐等八...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523110203392.png,https://s.visitbeijing.com.cn/food/217
