名称,标签,地址,简介,图片URL,详情页
枣糕,粘货类,西城区新街口南大街139号(近护国寺小吃),枣糕原是清朝宫廷御用糕点， 其味香远，入口丝甜，含有维生素C、蛋白质、钙、铁、维生素等营养成分，既能补脾和胃、益气生津;还有保护肝脏...,https://r1.visitbeijing.com.cn/vbj-s/2013/0403/20130403041203101.jpg,https://s.visitbeijing.com.cn/food/127
炒红果,油煎类,西城区地安门外大街前海东沿14号（近银锭桥）,炒红果的主要成分—山楂，富含多种高营养成份。本品配料以蜂蜜、白糖为主;含有人体多种必需的营养元素。属食疗型休闲食品。并对高血压、心...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329014321919.jpg,https://s.visitbeijing.com.cn/food/119
北京糊饼,蒸煮类,西城区地安门外大街前海东沿14号（近银锭桥）,1、玉米面和黄豆面混合均匀，分次加入适量水。活成软硬适中的面团。加盖饧15分钟。2、锅内放少许油，将虾皮炒成金黄色，凉凉备用，3、鸡蛋...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329103024486.jpg,https://s.visitbeijing.com.cn/food/116
锅贴,油煎类,西城区护国寺大街93号,汉族传统小吃,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327041348620.jpg,https://s.visitbeijing.com.cn/food/111
春卷,肉食类,西城区地安门外大街前海东沿14号（近银锭桥）,春卷在我国有着悠久的历史，北方人也称为“春饼”。,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327024257824.jpg,https://s.visitbeijing.com.cn/food/109
豆汁,流食类,西城区护国寺大街93号,北京人爱喝豆汁，并把喝豆汁当成是一种享受。,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327021412646.jpg,https://s.visitbeijing.com.cn/food/108
门丁肉饼,肉食类,北京市西城区护国寺大街67-69号,门丁肉饼或门钉肉饼是北京的一种传统小吃。因为形状像古时候城门上的门钉而得名。而且据说门钉肉饼有吉祥的含义。,https://r1.visitbeijing.com.cn/vbj-s/2013/0327/20130327014627241.jpg,https://s.visitbeijing.com.cn/food/107
面茶,流食类,西城区护国寺大街93号,面茶是一种把黄小米粉为主料的粥。主要是把炒芝麻、麻油、麻酱、盐和黄小米粉煲成粥状物。是太原市、晋中地区的一种传统的面类小吃，一般冬、春季食用最多。 面茶还可加白糖制作,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326031843969.jpg,https://s.visitbeijing.com.cn/food/103
焦圈,油煎类,西城区护国寺大街93号,焦圈是一种北京风味小吃。本品色泽深黄，形如手镯，焦香酥脆，风味独特。北京小吃中的焦圈男女老少都爱吃。老北京吃烧饼爱夹焦圈，喝豆汁的时候也爱就着焦圈。焦圈是种古老的食品。,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326013623898.jpg,https://s.visitbeijing.com.cn/food/100
奶油炸糕,油煎类,西城区护国寺大街93号,奶油炸糕是北京人爱吃的面食之一，也常做早点。炸糕分为奶油炸糕、黄米面炸糕、江米面炸糕和烫面炸糕。,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326114044269.jpg,https://s.visitbeijing.com.cn/food/99
豌豆黄,粘货类,西城区护国寺大街93号,豌豆黄是北京传统小吃。按北京习俗，农历三月初三要吃豌豆黄。因此每当春季豌豆黄就上市，一直供应到春末。北京的豌豆黄分宫廷和民间两种。,https://r1.visitbeijing.com.cn/vbj-s/2013/0325/20130325043112668.jpg,https://s.visitbeijing.com.cn/food/98
驴打滚,粘货类,西城区护国寺大街93号,“驴打滚”是用黄米夹馅卷成的长卷，因卷下铺黄豆面，吃时将长卷滚上豆面，样子颇似驴儿打滚，因此得名。,https://r1.visitbeijing.com.cn/vbj-s/2013/0325/20130325020543631.jpg,https://s.visitbeijing.com.cn/food/94
延吉餐厅总号,美食老字号,西城区西四北大街181号,延吉餐厅是北京最早经营朝鲜冷面的馆子，创建于1943年。初创时在西单，现在延吉餐厅在京已经有3家直营连锁店，分别在西城西安门地区和朝阳区外馆斜街。,https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210100413134.jpg,https://s.visitbeijing.com.cn/food/85
美味斋,美食老字号,西城区白广路35号,美味斋饭庄源于上海，1923年开业，1956年12月在周总理“全国支援北京建设”的号召下，北京美味斋饭庄在宣武区菜市口正式开始营业。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209031636425.jpg,https://s.visitbeijing.com.cn/food/77
马凯餐厅,美食老字号,西城区宣武门西大街117号,位于北京中轴线上，与钟鼓楼相邻的马凯餐厅是北京经营湖南风味菜的著名餐馆，北京市特餐馆。1953年开业，梅兰芳先生为其剪彩祗喜。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209032251387.jpg,https://s.visitbeijing.com.cn/food/76
烤肉宛,美食老字号,西城区南礼士路58号,"北京经营烤肉的餐馆数烤肉宛的字号最老，它创建于清康熙二十五年（公元1686年），至今已有320多年历史。烤肉宛的烤牛肉，溢油, 荡香，鲜嫩“赛豆腐”。",https://r1.visitbeijing.com.cn/vbj-s/2013/0110/20130110103535220.jpg,https://s.visitbeijing.com.cn/food/73
晋阳饭庄,美食老字号,西城区珠市口西大街241号,晋阳饭庄始建于1959年，店址是清代的古建筑，曾是《四库全书》总编纂纪晓岚的书斋“阅微草堂”。院宇幽静深邃，梁柱雕漆描画，庭中紫藤覆盖...,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209040339980.jpg,https://s.visitbeijing.com.cn/food/72
护国寺小吃,美食老字号,西城区护国寺大街93号,护国寺小吃是北京地方小吃的代表之一，以其品种丰富，特色突出，具有深厚的历史文化底蕴而著称。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209043858311.jpg,https://s.visitbeijing.com.cn/food/68
桂香村,美食老字号,西城区新街口南大街139号(近护国寺小吃),桂香村南味食品店创办于民国五年(1916年)，总店在前门外观音寺(今大栅栏西街)，不久，又在西音北大街开办一家分店。,https://r1.visitbeijing.com.cn/vbj-s/2012/1209/20121209045952428.jpg,https://s.visitbeijing.com.cn/food/66
新路春饭庄,美食老字号,西城区地安门外大街155号,在中国传统的面艺美点中，包子品种可谓精彩纷呈。“狗不理”当推天津名吃.新路春是北京第一家经营天津狗不理包子的饭庄。,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208014858407.jpg,https://s.visitbeijing.com.cn/food/56
天源酱园,美食老字号,北京市西城区牛街东里一区,百年老字号天源酱园，创业于清代同治八年（1869年），其酱菜做法出自清宫内廷名师，做工精细，用料考究。,https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208105138808.jpg,https://s.visitbeijing.com.cn/food/50
曲园酒楼,美食老字号,西城区展览馆路48号(近阜外大街),曲园酒楼创建于清光绪年间（约1890年），是北京经营湖南菜最早的老字号，据今已有110多年历史，被原国内贸易部命名为“中华老字号”。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207044933108.jpg,https://s.visitbeijing.com.cn/food/37
烤肉季饭庄,美食老字号,西城区地安门外大街前海东沿14号（近银锭桥）,烤肉季饭庄成立于清朝道光28年（1848），距今已有160多年的历史，位于风景秀丽的什刹海，是京城知名的老字号，主营北京烤肉和清真炒菜，有“南宛北季”的美誉。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207033109961.jpg,https://s.visitbeijing.com.cn/food/33
砂锅居,美食老字号,西城区西四南大街60号,老北京以“居”字为字号的都由单一的特色品种，砂锅居以经营砂锅白肉而享誉京城。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207031643984.jpg,https://s.visitbeijing.com.cn/food/31
大顺斋,美食老字号,西城区牛街5号牛街清真超市内,俗称通县有三宝：小楼饭馆的烧鲇鱼，万通酱园的酱豆腐，大顺斋的糖火烧。,https://r1.visitbeijing.com.cn/vbj-s/2013/0110/20130110105237405.jpg,https://s.visitbeijing.com.cn/food/21
大地西餐厅,美食老字号,西城区西四南大街44号(北京基督教会缸瓦市堂对面),大地餐厅是北京较早经营西式菜点的老字号，创建于1945年，以经营俄式大菜在众多的餐馆中独树一帜。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207113713220.jpg,https://s.visitbeijing.com.cn/food/19
良乡板栗,特产美食,海淀区八里庄62号院1号楼1层101家乐福商铺115号,良乡板栗，因板栗的集散地在良乡而得名，又因原产地在房山一带，故也叫房山板栗。板栗个小，壳薄易剥，果肉细，含糖量高，是一种良好的...,https://r1.visitbeijing.com.cn/vbj-s/2016/0524/20160524114819911.jpg,https://s.visitbeijing.com.cn/food/233
北京桂花陈酒,特产美食,北京市海淀区玉泉路2号,桂花陈酒，在中国已有3000多年的酿造历史。清朝初期潘荣陛所撰《帝京岁时纪胜》一书中曾记载，其酒于八月桂花飘香时节，精选待放之朵，...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523040723718.png,https://s.visitbeijing.com.cn/food/224
王致和臭豆腐,粘货类,北京海淀区阜石路41号,王致和臭豆腐是老北京传的汉族传统小吃，属于豆腐乳的一种。颜色呈青色，闻起来臭，吃起来香。发明人是安徽人王致和，流传至今已有300...,https://r1.visitbeijing.com.cn/vbj-s/2016/0523/20160523104635387.png,https://s.visitbeijing.com.cn/food/216
宫门献鱼,油煎类,北京市海淀区颐和园公园内,宫门献鱼是一道色香味俱全的汉族名菜。此菜也是清御膳名菜。它是选用整条鲜鱼治净后，斩成头、身、尾三段，将头、尾两侧剞兰草花刀，身...,https://r1.visitbeijing.com.cn/vbj-s/2016/0516/20160516044853815.jpg,https://s.visitbeijing.com.cn/food/190
八宝饭,粘货类,海淀区增光路11号,八宝饭，汉族传统名点，属于京菜系。腊八节节日食俗。味道甜美，是节日和待客佳品。将糯米蒸熟后，与白糖、猪油和开水和匀。 蜜枣等放...,https://r1.visitbeijing.com.cn/vbj-s/2016/0516/20160516040428119.jpg,https://s.visitbeijing.com.cn/food/189
芥末墩,粘货类,海淀区增光路11号,芥末墩儿是北京传统风味小菜，老北京失传的点心和菜肴很多，但芥末墩儿依然保存了下来，一是这道菜太有特点了，二是因为用大白菜作原料具有普遍性。,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521045530579.jpg,https://s.visitbeijing.com.cn/food/142
芸豆卷,粘货类,北京市海淀区颐和园公园内,芸豆卷原是民间小吃，后成为宫廷小吃品种。传说是慈禧太后听见宫外有小贩叫卖，便召进宫内品尝，觉得很好吃，于是命令御膳房专门制作，芸豆...,https://r1.visitbeijing.com.cn/vbj-s/2013/0407/20130407024740740.jpg,https://s.visitbeijing.com.cn/food/130
杏仁茶,流食类,北京市海淀区花园东路牡丹园西里16号(近牡丹宾馆、泰兴大厦),杏仁茶是由宫廷传入民间的一种风味小吃。它选用精制杏仁粉为主料，用龙凤铜制大壶烧制的沸水冲制，配以杏仁，花生，芝麻，玫瑰，桂花，葡萄干，枸杞子，樱桃，白糖等十余种佐料。,https://r1.visitbeijing.com.cn/vbj-s/2013/0326/20130326034523875.jpg,https://s.visitbeijing.com.cn/food/104
炸灌肠,油煎类,海淀区增光路11号,"灌肠是一种北京特有的风味小吃，早在明刘若愚所著《明宫史》中就有记载。清光绪年间福兴居的灌肠在京城小有名气，福兴居的掌柜被称为为""灌肠普""。",https://r1.visitbeijing.com.cn/vbj-s/2013/0325/20130325021348276.jpg,https://s.visitbeijing.com.cn/food/97
惠丰堂,美食老字号,海淀区复兴路33号,张祖荫创建于1902年，原址在前门外大栅栏观音寺街。惠丰堂牌匾由慈禧太后题写，是北京有名的“十大堂”之一。,https://r1.visitbeijing.com.cn/vbj-s/2013/0110/20130110103922623.jpg,https://s.visitbeijing.com.cn/food/70
王致和,美食老字号,北京海淀区阜石路41号,王致和拥有历史悠久的产品，有创制于1669年的王致和腐乳、创制于1820年（清嘉庆二十六年）的龙门牌米醋及创制于1938年的金狮牌和创制于1939年的老虎牌酱油。,https://r1.visitbeijing.com.cn/vbj-s/2012/1206/20121206013723210.jpg,https://s.visitbeijing.com.cn/food/11
门框胡同百年卤煮,蒸煮类,朝阳区天辰东路奥林匹克公园地铁E口地下北行100米,门框胡同百年卤煮，以地道的老北京卤煮火烧闻名。,https://r1.visitbeijing.com.cn/vbj-s/2017/0815/20170815102101266.jpg,https://s.visitbeijing.com.cn/food/428
蒋忠洞猪蹄,甜品类,朝阳区广顺北大街望京西园四区底商一层,招牌菜辣味猪蹄口味没的说，每桌必点，还经常外带。而且送的小菜特別好吃，菜包肉好吃不油膩，排骨汤的味道也很浓郁。,https://r1.visitbeijing.com.cn/vbj-s/2017/0711/20170711021151380.jpg,https://s.visitbeijing.com.cn/food/427
清酱肉,肉食类,朝阳区东三环南路乙52号,北京清酱肉与金华火腿、广东腊肉并称为中国三大名肉，是中国汉族传统名食，北京著名特产。这种肉制品创制于明代，至今已有400多年的历...,https://r1.visitbeijing.com.cn/vbj-s/2016/0519/20160519103147893.jpg,https://s.visitbeijing.com.cn/food/206
老北京炸酱面,蒸煮类,朝阳区松榆东里36号,炸酱面无疑是北京人的当家饭了，暑天吃炸酱面，既便利又开胃。直到现在，在北京胡同里的大杂院，仍可以见到这样的情景：街坊四邻在吃饭口聚在一堆儿，端着碗炸酱面，碗里搁一根脆黄瓜,https://r1.visitbeijing.com.cn/vbj-s/2013/0521/20130521044642207.jpg,https://s.visitbeijing.com.cn/food/141
老北京打卤面,蒸煮类,朝阳区松榆东里36号,老北京打卤面制作讲究，卤色红润，鲜香诱人，营养丰富。1、主料： 五花肉、口蘑(汤)、香菇、木耳、黄花、鸡蛋、鹿角菜、冬笋2、调料：生抽...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329025829706.jpg,https://s.visitbeijing.com.cn/food/122
炒疙瘩,肉食类,朝阳区东大桥三角地二号楼北侧,炒疙瘩色泽深黄，黄绿相映成辉，食之绵软柔韧，醇香可口。炒疙瘩是北京特有的一种面食品。制作过程中煮炒兼用。炒疙瘩颜色焦黄，配上绿叶鲜...,https://r1.visitbeijing.com.cn/vbj-s/2013/0329/20130329013321404.jpg,https://s.visitbeijing.com.cn/food/118
卤煮火烧,蒸煮类,朝阳区天辰东路奥林匹克公园地铁E口地下北行100米,卤煮火烧是北京特有的一种小吃，起源于城南的南横街。相传是以前的普通人吃不起肉，所以就用动物的下水来代替。,https://r1.visitbeijing.com.cn/vbj-s/2013/0322/20130322024052804.jpg,https://s.visitbeijing.com.cn/food/93
稻香春,美食老字号,朝阳区和平里西街1号楼(地铁和平里北街站A1出口旁),“稻香春”创始人叫张森隆，又名春山，江苏丹徒县人。1915年，张先生到北京，由于他精明能干，善于经营，又有制作南方食品的好手艺。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207015434384.jpg,https://s.visitbeijing.com.cn/food/22
吴家铺密云三烧,美食老字号,密云区华远市场南门密云三烧,"密云三烧是密云地区曾红极一时的传统美食，据《密云县志》记载,清代及民国期间,密云县城吴家烧饼铺的烧饼,四海居的烧肉与聚源号、天聚...",https://r1.visitbeijing.com.cn/vbj-s/2016/1026/20161026054147127.jpg,https://s.visitbeijing.com.cn/food/309
34号,美食老字号,北京市丰台区郑王坟140号,北京市食品供应处34号供应部( 简称三十四号供应部)成立于1955年12月，做为新中国组建的国有商业企业，它因门牌而得号，因信誉而闻名。...,https://r1.visitbeijing.com.cn/vbj-s/2016/0729/20160729021437428.jpg,https://s.visitbeijing.com.cn/food/250
吹糖人,特产美食,北京丰台区新发地天伦锦城15号楼乙座1511,木架分为两层，每层都有很多小插孔，为的是插放糖人。这玩艺儿好看、好玩，玩完后还能吃，一般孩子都喜欢，见着就走不动了，不是缠着大...,https://r1.visitbeijing.com.cn/vbj-s/2020/0312/20200312042100188.jpg,https://s.visitbeijing.com.cn/food/183
月盛斋,特产美食,丰台区南顶路6号,北京月盛斋清真食品有限公司是中国北京唯一专营清真肉食品的国有控股企业，是国家民委和北京市民委确认的民族用品定点生产企业,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207045830554.jpg,https://s.visitbeijing.com.cn/food/40
酥糖,特产美食,北京市顺义区赵全营镇兆丰工业区,北京酥糖是中国三大名糖之一，作为北京地区汉族传统名点之一，一向享有盛名，其中尤以红虾酥糖为上乘佳品。,https://r1.visitbeijing.com.cn/vbj-s/2016/0516/20160516034753402.jpg,https://s.visitbeijing.com.cn/food/188
百花蜂蜜,流食类,北京市大兴区同济中路7号3号楼,百花牌蜂蜜能拉出很长的丝，闻起来味道有点微酸。而纯正天然的蜂蜜，正好是味道甜润，略带微酸，略带辣味，搀假的蜂蜜味虽甜，但夹杂着...,https://r1.visitbeijing.com.cn/vbj-s/2016/0823/20160823050852587.jpg,https://s.visitbeijing.com.cn/food/273
白玉豆腐,美食老字号,北京市通州区绿色食品工业园区,北京二商希杰食品有限责任公司，白玉white jade，始于1956年，北京市著名商标，北京名牌产品，中华老字号，被北京市民称为“老百姓的当家菜”，专业从事豆制品的开发、研究与生产销售的食,https://r1.visitbeijing.com.cn/vbj-s/2017/0526/20170526052553960.jpg,https://s.visitbeijing.com.cn/food/410
仙源食品,特产美食,通州区北苑南路日光清城汽车站附近底商（近地铁果园站）,北京仙源食品酿造有限公司始建于1918年，是一家中华老字号企业。,https://r1.visitbeijing.com.cn/vbj-s/2012/1207/20121207042611845.jpg,https://s.visitbeijing.com.cn/food/38
