id,destination_id,name,place_type,description,lng,lat,floor_info,heat_score,rating_score,open_time_rule,suggested_duration_min,cost_level
,1319,中国传媒大学停车场入口,出入口,,116.55805,39.91231,,0,0,,,
,1320,中央美术学院,教学办公楼,,116.463893,39.983546,,0,0,,,
,1320,中央美术学院美术馆,展馆/博物馆,,116.46476,39.984428,,0,0,,,
,1320,中央美术学院图书馆,图书馆,,116.463715,39.983792,,0,0,,,
,1320,中央美术学院北校区图书馆,图书馆,,116.46318,39.984825,,0,0,,,
,1320,中央美术学院设计学院,教学办公楼,,116.465257,39.98149,,0,0,,,
,1320,中央美术学院油画系材料工作室,教学办公楼,,116.465869,39.983134,,0,0,,,
,1320,中央美术学院国际办公室,教学办公楼,,116.464592,39.981545,,0,0,,,
,1320,中央美术学院东北门,出入口,,116.464786,39.985004,,0,0,,,
,1320,中央美术学院南区出入口,出入口,,116.464568,39.981312,,0,0,,,
,1321,西门,出入口,,116.284156,40.156788,,0,0,,,
,1321,田径场入口,出入口,,116.287055,40.15818,,0,0,,,
,1321,篮球场门口,出入口,,116.286666,40.158795,,0,0,,,
,1321,网球场门口,出入口,,116.286777,40.158078,,0,0,,,
,1321,排球场门口,出入口,,116.28638,40.157962,,0,0,,,
,1321,雁北E,场所,,116.287459,40.159161,,0,0,,,
,1321,雁北A,场所,,116.28801,40.158358,,0,0,,,
,1321,雁北B,场所,,116.287966,40.158761,,0,0,,,
,1321,雁北D1,场所,,116.288831,40.158438,,0,0,,,
,1321,雁北C,场所,,116.288662,40.159014,,0,0,,,
,1321,雁北D2,场所,,116.288438,40.159435,,0,0,,,
,1321,教工餐厅入口1,出入口,,116.28916,40.159004,,0,0,,,
,1321,教工餐厅入口2,出入口,,116.28947,40.159075,,0,0,,,
,1321,教工餐厅入口3,出入口,,116.289543,40.158922,,0,0,,,
,1321,教工餐厅二楼入口1,出入口,,116.28922,40.159052,,0,0,,,
,1321,教工餐厅二楼入口2,出入口,,116.28955,40.159024,,0,0,,,
,1321,教工餐厅入口4,出入口,,116.289319,40.158611,,0,0,,,
,1321,风味餐厅入口1,出入口,,116.28916,40.159201,,0,0,,,
,1321,风味餐厅入口2,出入口,,116.289418,40.159281,,0,0,,,
,1321,办公楼门口,出入口,,116.290129,40.159477,,0,0,,,
,1321,学活北入口,出入口,,116.290236,40.159284,,0,0,,,
,1321,学活南入口,出入口,,116.290411,40.158877,,0,0,,,
,1321,东配楼门口,出入口,,116.291996,40.159871,,0,0,,,
,1321,图书馆入口1,出入口,,116.291227,40.159688,,0,0,,,
,1321,图书馆入口2,出入口,,116.291291,40.159489,,0,0,,,
,1321,图书馆入口3,出入口,,116.291277,40.159068,,0,0,,,
,1321,图书馆入口4,出入口,,116.291917,40.159142,,0,0,,,
,1321,图书馆入口4,出入口,,116.292229,40.158649,,0,0,,,
,1321,N楼入口2,出入口,,116.291567,40.158475,,0,0,,,
,1321,N楼入口3,出入口,,116.292896,40.158783,,0,0,,,
,1321,N楼入口4,出入口,,116.292137,40.15848,,0,0,,,
,1321,S楼入口1,出入口,,116.291827,40.157918,,0,0,,,
,1321,S楼入口2,出入口,,116.2923,40.158161,,0,0,,,
,1321,S楼入口3,出入口,,116.293052,40.158211,,0,0,,,
,1321,S楼入口4,出入口,,116.293012,40.158334,,0,0,,,
,1321,N楼入口5,出入口,,116.292925,40.158662,,0,0,,,
,1321,S1入口1,出入口,,116.294187,40.159234,,0,0,,,
,1321,S1入口2,出入口,,116.293485,40.159007,,0,0,,,
,1321,S1入口3,出入口,,116.293485,40.158785,,0,0,,,
,1321,S2入口1,出入口,,116.293729,40.158487,,0,0,,,
,1321,S2入口2,出入口,,116.294323,40.158873,,0,0,,,
,1321,S3入口,出入口,,116.294109,40.157772,,0,0,,,
,1321,理院入口1,出入口,,116.295181,40.157489,,0,0,,,
,1321,理院入口2,出入口,,116.294986,40.157065,,0,0,,,
,1321,学生食堂入口1,出入口,,116.290821,40.15635,,0,0,,,
,1321,学生食堂入口2,出入口,,116.290586,40.156273,,0,0,,,
,1321,学生食堂入口3,出入口,,116.291203,40.15627,,0,0,,,
,1321,s6入口1,出入口,,116.290146,40.155701,,0,0,,,
,1321,s6入口2,出入口,,116.289701,40.155742,,0,0,,,
,1321,s5入口1,出入口,,116.290129,40.156059,,0,0,,,
,1321,s5入口2,出入口,,116.289864,40.156564,,0,0,,,
,1321,雁南s4,场所,,116.289732,40.15702,,0,0,,,
,1321,雁南s3,场所,,116.289331,40.157331,,0,0,,,
,1321,雁南s2,场所,,116.289161,40.157781,,0,0,,,
,1321,雁南s1入口1,出入口,,116.288528,40.157781,,0,0,,,
,1321,雁南s1入口2,出入口,,116.288354,40.157381,,0,0,,,
,1321,南门,出入口,,116.292337,40.156288,,0,0,,,
,1322,北京航空航天大学沙河校区图书馆(待建),图书馆,,116.271747,40.154146,,0,0,,,
,1322,北京航空航天大学沙河校区综合体育馆,体育场馆,,116.274375,40.151875,,0,0,,,
,1322,北京航空航天大学沙河校区游泳馆,体育场馆,,116.274753,40.151166,,0,0,,,
,1322,北京航空航天大学沙河校区足球场,体育场馆,,116.268197,40.155668,,0,0,,,
,1322,北京航空航天大学沙河校区田径场,体育场馆,,116.275938,40.152256,,0,0,,,
,1322,北京航空航天大学沙河校区6号宿舍楼,宿舍,,116.264857,40.155404,,0,0,,,
,1322,北京航空航天大学沙河校区学生公寓西区,宿舍,,116.263725,40.154625,,0,0,,,
,1322,北航沙河校区东门,出入口,,116.276428,40.154182,,0,0,,,
,1322,沙河唯实国际文化交流中心,教学办公楼,,116.266287,40.156351,,0,0,,,
,1322,北京航空航天大学沙河校区排球场,体育场馆,,116.274684,40.153018,,0,0,,,
,1322,北京航空航天大学沙河校区网球场,体育场馆,,116.275341,40.153248,,0,0,,,
