id,destination_id,node_name,node_type,ref_id,lng,lat,floor_no
,14,OSMturn190,turn,,116.384915,40.027456,
,14,OSMturn191,turn,,116.376975,40.027452,
,14,OSMintersection192,intersection,,116.396213,40.027394,
,14,OSMintersection193,intersection,,116.396370,40.027371,
,14,OSMturn194,turn,,116.394064,40.027369,
,14,OSMintersection195,intersection,,116.407369,40.027332,
,14,OSMturn196,turn,,116.383684,40.027306,
,14,OSMintersection197,intersection,,116.401118,40.027302,
,14,OSMintersection198,intersection,,116.377488,40.027268,
,14,OSMturn199,turn,,116.387335,40.027267,
,14,OSMturn200,turn,,116.398365,40.027243,
,14,OSMintersection201,intersection,,116.376931,40.027209,
,14,OSMturn202,turn,,116.381894,40.027182,
,14,OSMturn203,turn,,116.377087,40.027146,
,14,OSMturn204,turn,,116.381105,40.027145,
,14,OSMturn205,turn,,116.381789,40.027131,
,14,OSMintersection206,intersection,,116.383508,40.027118,
,14,OSMturn207,turn,,116.376347,40.027116,
,14,OSMturn208,turn,,116.376278,40.027104,
,14,OSMintersection209,intersection,,116.383438,40.027087,
,14,OSMintersection210,intersection,,116.408216,40.027084,
,14,OSMturn211,turn,,116.399104,40.027074,
